,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2148,45.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,0.0338005587756389
2149,41.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,-1.8,93.075,-47.1,1.435,5099.1,0.19017739298860764
2150,28.0,9.0,2.0,6.0,1.0,1.0,0.0,8.0,4.0,2.0,0.0,1.0,-3.4,92.431,-26.9,0.742,5017.5,0.32634950572210575
2151,32.0,0.0,1.0,6.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,0.08662914514676218
2152,43.0,1.0,1.0,2.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,1.0,-0.1,93.798,-40.4,4.86,5195.8,0.7150746485535002
2153,56.0,7.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1,0.04458231387817189
2154,19.0,8.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,-1.8,92.843,-50.0,1.556,5099.1,0.5434045637860911
2155,27.0,9.0,2.0,6.0,1.0,0.0,0.0,6.0,1.0,6.0,0.0,1.0,-1.8,92.893,-46.2,1.354,5099.1,0.1599764606709762
2156,32.0,0.0,2.0,6.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.406,5195.8,0.18462873298329627
2157,45.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,-1.8,93.075,-47.1,1.423,5099.1,0.0752799557060411
2158,42.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,2.0,3.0,1.0,0.0,-1.1,94.767,-50.8,1.041,4963.6,0.4609287849746983
2159,28.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,0.0470774984400219
2160,33.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,0.1254657601194385
2161,25.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1,0.048886639756796864
2162,26.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,3.0,4.0,1.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,0.11964050836457772
2163,33.0,9.0,1.0,3.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.031139225939834037
2164,29.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-1.8,93.075,-47.1,1.365,5099.1,0.4535221424533587
2165,34.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1,0.04534389639465949
2166,33.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,-2.9,92.201,-31.4,0.859,5076.2,0.7115576800371443
2167,47.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.028657272086705977
2168,33.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,-2.9,92.201,-31.4,0.854,5076.2,0.7168815939774418
2169,27.0,7.0,2.0,5.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,-2.9,92.963,-40.8,1.262,5076.2,0.34386446043894997
2170,29.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,0.032025326757740516
2171,50.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,0.040951600177027626
2172,31.0,9.0,2.0,3.0,0.0,1.0,1.0,6.0,3.0,10.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.02686653950559058
2173,30.0,9.0,2.0,6.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1,0.0480712665057211
2174,33.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0.07731682550316107
2175,29.0,10.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1,0.06748538099155726
2176,29.0,9.0,2.0,5.0,1.0,1.0,1.0,6.0,2.0,4.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0,0.033148143566687986
2177,50.0,9.0,1.0,5.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,1.4,94.465,-41.8,4.866,5228.1,0.041138283867060345
2178,46.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,0.05160112543286156
2179,42.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,1.4,94.465,-41.8,4.865,5228.1,0.04269167879365305
2180,35.0,0.0,2.0,5.0,1.0,0.0,0.0,7.0,0.0,3.0,4.0,0.0,-1.1,94.767,-50.8,1.04,4963.6,0.29996796112662527
2181,30.0,9.0,2.0,5.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,-2.9,92.963,-40.8,1.262,5076.2,0.39180799029057833
2182,36.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,1.4,93.918,-42.7,4.96,5228.1,0.040686881571087775
2183,55.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.046960969204320656
2184,32.0,9.0,2.0,6.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1,0.06433519404262449
2185,20.0,8.0,2.0,3.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,0.0,-1.1,94.601,-49.5,0.977,4963.6,0.2117259304456761
2186,44.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.023974080791960808
2187,32.0,0.0,2.0,6.0,0.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0,0.05514288984817021
2188,51.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.05358503031629134
2189,49.0,4.0,1.0,6.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,0.0351678380439604
2190,32.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,0.11521056075674793
2191,53.0,0.0,1.0,6.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.026606835003695012
2192,29.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,0.047525162422548256
2193,33.0,9.0,1.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.4,94.465,-41.8,4.967,5228.1,0.04801744549033231
2194,49.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,0.05017012319225478
2195,57.0,4.0,1.0,6.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,1.4,94.465,-41.8,4.96,5228.1,0.04001460016619271
2196,41.0,7.0,2.0,3.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,0.03628899882538655
2197,59.0,5.0,0.0,5.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,0.10637283279094606
2198,38.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,1.4,94.465,-41.8,4.865,5228.1,0.040973264469148056
2199,47.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.858,5191.0,0.034276898459327694
2200,31.0,7.0,1.0,3.0,0.0,0.0,1.0,6.0,4.0,6.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0,0.028893340994199306
2201,25.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.957,5228.1,0.10107028756805202
2202,47.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.026655957927744917
2203,31.0,1.0,0.0,5.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0,0.021532737977197416
2204,58.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.957,5228.1,0.142351051613505
2205,42.0,10.0,2.0,0.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.025451386806244047
2206,57.0,5.0,1.0,5.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1,0.07167673485603906
2207,26.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.06722482690718969
2208,25.0,1.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,1.4,94.465,-41.8,4.959,5228.1,0.049684355671839334
2209,39.0,9.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,14.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1,0.041475845988860054
2210,33.0,6.0,1.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1,0.04640600145469805
2211,38.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0.061172672344249175
2212,59.0,3.0,1.0,1.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.01791888574578496
2213,32.0,7.0,1.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,0.0860203171971271
2214,28.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.03298642775707935
2215,29.0,1.0,2.0,2.0,0.0,1.0,0.0,8.0,4.0,2.0,0.0,1.0,-3.4,92.431,-26.9,0.735,5017.5,0.40683141055136335
2216,33.0,6.0,1.0,6.0,1.0,0.0,0.0,7.0,3.0,2.0,0.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,0.04384181947818228
2217,26.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1,0.059909695001307
2218,51.0,9.0,1.0,5.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,-3.4,92.649,-30.1,0.719,5017.5,0.3092011032698084
2219,43.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.05658662721459069
2220,80.0,5.0,0.0,6.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,2.0,-3.4,92.649,-30.1,0.714,5017.5,0.8366038628237655
2221,48.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.4,93.444,-36.1,4.962,5228.1,0.04348523999339131
2222,42.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-1.8,93.075,-47.1,1.406,5099.1,0.14118461963402634
2223,33.0,0.0,2.0,6.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,0.0,-3.4,92.431,-26.9,0.735,5017.5,0.44722610470682517
2224,49.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,0.06765742531334015
2225,40.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-1.8,93.075,-47.1,1.41,5099.1,0.07317695420424482
2226,34.0,6.0,1.0,4.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,0.06695034107290725
2227,33.0,9.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,0.10088424869087621
2228,34.0,9.0,1.0,5.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,0.07450315681217265
2229,41.0,9.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1,0.04744062719715903
2230,43.0,10.0,1.0,6.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0,0.036009389954982776
2231,35.0,9.0,1.0,6.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,0.07281861509914794
2232,48.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1,0.04341866631742279
2233,57.0,4.0,0.0,6.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.03145417842871419
2234,35.0,7.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.08098714872763235
2235,54.0,0.0,2.0,6.0,1.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,0.029976230439591415
2236,58.0,10.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.023798627841286647
2237,27.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0,0.04003222963366565
2238,41.0,7.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,3.0,0.0,1.0,1.1,93.994,-36.4,4.864,5191.0,0.06218694693181789
2239,35.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1,0.04189991677083015
2240,35.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.9,92.201,-31.4,0.869,5076.2,0.31733264511964193
2241,29.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1,0.07021495382620535
2242,34.0,0.0,1.0,6.0,1.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,0.03423694002176046
2243,35.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1,0.03562770679303104
2244,24.0,7.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1,0.03485594258625899
2245,57.0,4.0,0.0,3.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.021444333020965982
2246,59.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,-1.8,93.075,-47.1,1.423,5099.1,0.35879514503771537
2247,33.0,0.0,1.0,6.0,0.0,1.0,0.0,9.0,4.0,1.0,2.0,0.0,-1.1,94.199,-37.5,0.879,4963.6,0.5007332859337612
2248,36.0,6.0,1.0,6.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,-1.8,92.893,-46.2,1.264,5099.1,0.18049579822303294
2249,32.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,-1.8,92.893,-46.2,1.244,5099.1,0.13403676158004102
2250,50.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,-2.9,92.469,-33.6,1.072,5076.2,0.28629396689217906
2251,44.0,1.0,0.0,5.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.968,5228.1,0.04814990887973181
2252,34.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.957,5228.1,0.08563274568639921
2253,34.0,9.0,2.0,6.0,0.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0,-1.1,94.199,-37.5,0.879,4963.6,0.5746970537153422
2254,50.0,0.0,1.0,5.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1,0.05083517218130437
2255,27.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1,0.06433519404262449
2256,45.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,0.04873605989399121
2257,49.0,6.0,2.0,5.0,1.0,0.0,1.0,7.0,3.0,4.0,0.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,0.027379567730765192
2258,31.0,9.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.4,93.444,-36.1,4.966,5228.1,0.06437731283308577
2259,40.0,9.0,1.0,5.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,1.0,-1.1,94.601,-49.5,0.956,4963.6,0.08408782579286683
2260,59.0,5.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,-1.7,94.215,-40.3,0.827,4991.6,0.8522533379107023
2261,37.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,-2.9,92.963,-40.8,1.262,5076.2,0.24772471460277987
2262,56.0,2.0,1.0,6.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,-2.9,92.469,-33.6,1.072,5076.2,0.3173217264344493
2263,27.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1,0.07697450662784941
2264,43.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,-1.8,93.075,-47.1,1.445,5099.1,0.13872253302711854
2265,32.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.858,5191.0,0.03573813145930242
2266,38.0,0.0,1.0,3.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,-3.4,92.431,-26.9,0.754,5017.5,0.3159083830856844
2267,30.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1,0.04289150847605279
2268,41.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.4,93.918,-42.7,4.968,5228.1,0.04668856053805438
2269,45.0,7.0,0.0,3.0,1.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1,0.058201252245579475
2270,39.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1,0.04135500383794824
2271,49.0,1.0,1.0,3.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,0.04119808135198066
2272,28.0,0.0,2.0,5.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.029170846096780854
2273,30.0,9.0,2.0,5.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,-1.7,94.055,-39.8,0.761,4991.6,0.09423456599863934
2274,51.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.4,93.918,-42.7,4.96,5228.1,0.05392803394468338
2275,46.0,4.0,0.0,3.0,1.0,0.0,0.0,7.0,4.0,2.0,1.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,0.04787727947535614
2276,59.0,7.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.968,5228.1,0.04190361372215295
2277,46.0,0.0,2.0,3.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.027508795014079743
2278,40.0,9.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.4,93.444,-36.1,4.968,5228.1,0.08000727197576801
2279,45.0,3.0,1.0,5.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,1.4,94.465,-41.8,4.866,5228.1,0.03927729190332797
2280,54.0,0.0,1.0,6.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,0.0500756157108559
2281,48.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.4,93.444,-36.1,4.968,5228.1,0.05184567259231301
2282,35.0,0.0,2.0,6.0,0.0,0.0,0.0,7.0,4.0,5.0,0.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0.04345160057206095
2283,49.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0,0.03433678483691589
2284,42.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.01959721697466023
2285,35.0,9.0,1.0,2.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0,0.028791386407022022
2286,65.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,-2.9,92.201,-31.4,0.859,5076.2,0.36009675551218195
2287,45.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1,0.058662813156808956
2288,26.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1,0.08352934544030334
2289,44.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,-1.8,93.749,-34.6,0.646,5008.7,0.6715419930703255
2290,35.0,9.0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,-1.7,94.027,-38.3,0.9,4991.6,0.6184744258058227
2291,28.0,8.0,2.0,2.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,-1.8,92.843,-50.0,1.799,5099.1,0.6370432606837019
2292,35.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,0.02918381119483068
2293,33.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,-2.9,92.963,-40.8,1.26,5076.2,0.44840654459628954
2294,32.0,9.0,2.0,6.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1,0.06433519404262449
2295,33.0,7.0,1.0,1.0,1.0,1.0,0.0,6.0,3.0,4.0,1.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,0.04023338727426127
2296,54.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0,0.026335252652491037
2297,41.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,2.0,5.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0,0.037640846675513095
2298,42.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,4.0,0.0,1.0,-1.8,92.893,-46.2,1.244,5099.1,0.08944812211806001
2299,56.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,0.03543572573487282
2300,34.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0,0.025561159320531497
2301,42.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1,0.13360784079861154
2302,50.0,7.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0,0.04580494822544745
2303,35.0,6.0,2.0,3.0,1.0,0.0,0.0,6.0,4.0,1.0,1.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,0.07730788322948588
2304,53.0,9.0,1.0,5.0,1.0,0.0,1.0,4.0,2.0,6.0,0.0,1.0,1.4,94.465,-41.8,4.866,5228.1,0.040715020582844985
2305,35.0,0.0,1.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.4,94.465,-41.8,4.866,5228.1,0.043816703258981876
2306,41.0,4.0,1.0,6.0,1.0,0.0,1.0,4.0,2.0,8.0,0.0,1.0,1.4,94.465,-41.8,4.866,5228.1,0.04530715019961742
2307,45.0,2.0,1.0,6.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0,0.030900299607642772
2308,30.0,0.0,2.0,6.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,-2.9,92.469,-33.6,1.048,5076.2,0.31458685176816736
2309,54.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1,0.0975706489232956
2310,44.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1,0.053948381950674286
2311,39.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,1.0,1.4,94.465,-41.8,4.958,5228.1,0.043867678072119214
2312,25.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.4,93.918,-42.7,4.96,5228.1,0.06227793368147859
2313,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-1.8,93.075,-47.1,1.41,5099.1,0.05654047145469904
2314,42.0,9.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1,0.04633626351170253
2315,41.0,9.0,1.0,2.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0,0.03168894289120866
